slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
greenke02,Kenny Green,SMALL FORWARD,21,,20,221,11.4,0.485,0.01,0.257,8.4,10.3,9.3,2.1,0.9,1.8,13.1,24.5,-0.1,0.2,0.1,0.02,-3.5,-1.5,-5.0,-0.2,False
greenke02,Kenny Green,SMALL FORWARD,21,PHILADELPHIA 76ERS,21,232,6.0,0.455,0.0,0.253,4.8,12.0,8.4,3.7,0.2,0.5,15.1,20.7,-0.3,0.1,-0.1,-0.026,-5.6,-3.3,-8.9,-0.4,False
greenri01,Rickey Green,POINT GUARD,31,UTAH JAZZ,80,2012,16.4,0.537,0.038,0.33,1.8,5.5,3.7,29.4,2.4,0.2,13.2,20.1,3.0,2.2,5.2,0.124,0.8,0.2,1.0,1.5,False
greensi02,Sidney Green,POWER FORWARD,25,CHICAGO BULLS,80,2307,14.2,0.526,0.009,0.383,9.8,22.9,16.1,8.6,1.5,0.9,17.7,21.9,0.9,1.6,2.5,0.052,-1.3,-1.4,-2.7,-0.4,False
greenda01,Dave Greenwood,POWER FORWARD,28,SAN ANTONIO SPURS,68,1910,11.1,0.574,0.003,0.474,9.3,22.1,15.9,5.9,0.9,1.5,19.4,12.3,1.5,1.9,3.4,0.085,-1.4,-0.1,-1.6,0.2,False
gregocl01,Claude Gregory,POWER FORWARD,27,,2,2,23.0,0.5,0.0,0.0,100.0,0.0,54.1,0.0,24.2,0.0,50.0,83.6,0.0,0.0,0.0,-0.64,-15.4,1.3,-14.2,0.0,False
grunfer01,Ernie Grunfeld,SMALL FORWARD,30,NEW YORK KNICKS,76,1402,9.8,0.512,0.172,0.304,3.2,13.9,8.3,11.9,1.4,0.6,11.0,13.5,1.0,1.6,2.7,0.091,-2.2,1.0,-1.2,0.3,False
gudmupe01,Pétur Guðmundsson,CENTER,27,LOS ANGELES LAKERS,8,128,13.9,0.593,0.0,0.73,15.8,17.8,16.9,2.9,1.1,1.7,18.4,18.9,0.2,0.2,0.3,0.13,-2.5,-0.8,-3.4,0.0,False
hansebo01,Bob Hansen,SHOOTING GUARD,25,UTAH JAZZ,82,2032,10.1,0.517,0.08,0.21,4.5,8.6,6.5,13.1,1.7,0.2,15.5,16.2,0.4,2.1,2.5,0.058,-2.6,0.1,-2.5,-0.3,False
hanzlbi01,Bill Hanzlik,SMALL FORWARD,28,DENVER NUGGETS,79,1982,15.3,0.537,0.055,0.547,4.4,9.7,7.0,20.7,2.4,0.4,15.2,21.1,2.4,2.3,4.7,0.115,-0.3,0.7,0.4,1.2,False
harpede01,Derek Harper,POINT GUARD,24,DALLAS MAVERICKS,79,2150,18.8,0.58,0.07,0.314,3.9,7.6,5.8,26.3,3.3,0.6,14.8,18.5,4.5,1.7,6.2,0.138,2.1,1.2,3.4,2.9,False
harrist01,Steve Harris,SHOOTING GUARD,22,HOUSTON ROCKETS,57,482,14.0,0.5,0.021,0.232,5.5,7.2,6.4,14.1,2.0,0.5,11.7,23.6,0.4,0.4,0.8,0.078,-1.5,-0.9,-2.4,-0.1,False
hastisc01,Scott Hastings,POWER FORWARD,25,ATLANTA HAWKS,62,650,7.5,0.508,0.025,0.44,7.5,13.5,10.5,5.2,1.0,0.7,17.4,14.4,0.2,0.7,0.8,0.063,-3.6,0.1,-3.5,-0.2,False
hayesst01,Steve Hayes,CENTER,30,UTAH JAZZ,58,397,5.1,0.433,0.0,0.414,8.9,12.2,10.6,2.3,0.6,2.7,13.5,12.1,-0.3,0.4,0.2,0.023,-5.9,-0.3,-6.2,-0.4,False
hendege01,Gerald Henderson,POINT GUARD,30,SEATTLE SUPERSONICS,82,2568,15.7,0.537,0.058,0.248,4.0,4.6,4.3,28.4,2.6,0.3,15.6,19.3,3.6,2.6,6.2,0.115,1.0,0.3,1.3,2.1,False
hendeje01,Jerome Henderson,CENTER,26,LOS ANGELES LAKERS,1,3,37.7,0.667,0.0,0.0,0.0,36.1,18.9,0.0,0.0,0.0,0.0,40.3,0.0,0.0,0.0,0.349,3.4,0.2,3.6,0.0,False
henryca01,Carl Henry,SHOOTING GUARD,25,SACRAMENTO KINGS,28,149,12.5,0.524,0.149,0.254,6.1,8.3,7.2,3.9,1.6,0.0,10.8,22.7,0.1,0.1,0.2,0.049,-0.4,-2.1,-2.5,0.0,False
higgiro01,Rod Higgins,SMALL FORWARD,26,SEATTLE SUPERSONICS,12,94,4.5,0.377,0.148,0.185,3.7,11.6,7.6,8.6,1.0,0.6,12.0,14.8,-0.1,0.1,0.0,-0.016,-4.6,-0.3,-4.9,-0.1,False
higgiro01,Rod Higgins,SMALL FORWARD,26,SAN ANTONIO SPURS,11,128,10.8,0.5,0.05,0.4,4.6,16.5,10.7,12.2,0.7,1.3,9.6,16.4,0.1,0.1,0.2,0.079,-2.5,0.3,-2.2,0.0,False
higgiro01,Rod Higgins,SMALL FORWARD,26,NEW JERSEY NETS,2,29,-0.2,0.188,0.125,0.0,11.5,19.4,15.5,4.4,1.6,8.0,11.1,24.8,-0.2,0.1,-0.1,-0.21,-10.6,0.3,-10.2,-0.1,False
higgiro01,Rod Higgins,SMALL FORWARD,26,CHICAGO BULLS,5,81,9.3,0.449,0.043,0.261,4.0,5.8,4.9,8.1,2.4,2.1,7.2,13.9,0.0,0.0,0.1,0.045,-2.2,0.7,-1.5,0.0,False
hinsoro01,Roy Hinson,SMALL FORWARD,24,CLEVELAND CAVALIERS,82,2834,17.4,0.578,0.003,0.434,6.5,18.4,12.4,5.5,1.0,2.3,11.9,22.8,4.5,2.9,7.4,0.125,0.8,-0.1,0.7,1.9,False
hodgecr01,Craig Hodges,SHOOTING GUARD,25,MILWAUKEE BUCKS,66,1739,13.9,0.591,0.285,0.151,2.5,5.0,3.8,17.7,2.0,0.1,12.8,16.0,3.3,2.0,5.3,0.147,1.4,0.5,1.9,1.7,False
holtomi01,Michael Holton,SHOOTING GUARD,24,PHOENIX SUNS,4,65,-0.3,0.265,0.1,0.3,1.8,3.4,2.7,13.0,1.4,0.0,15.0,16.3,-0.2,0.0,-0.2,-0.126,-6.4,-2.1,-8.4,-0.1,False
holtomi01,Michael Holton,POINT GUARD,24,CHICAGO BULLS,24,447,11.6,0.498,0.065,0.245,2.4,5.3,3.8,15.1,2.5,0.0,11.8,17.7,0.3,0.1,0.4,0.04,-2.1,-0.6,-2.7,-0.1,False
hubbaph01,Phil Hubbard,SMALL FORWARD,29,CLEVELAND CAVALIERS,23,640,9.7,0.53,0.005,0.566,8.3,12.4,10.4,6.2,1.5,0.3,21.1,20.0,-0.3,0.5,0.2,0.015,-2.8,-0.8,-3.5,-0.2,False
hugheri01,Alfredrick Hughes,SHOOTING GUARD,23,SAN ANTONIO SPURS,68,866,8.2,0.435,0.046,0.226,6.6,8.2,7.4,9.6,1.4,0.3,13.3,21.9,-1.0,0.5,-0.5,-0.029,-3.6,-2.1,-5.7,-0.8,False
humphja01,Jay Humphries,POINT GUARD,23,PHOENIX SUNS,82,2733,12.6,0.534,0.039,0.35,2.5,8.2,5.5,25.3,2.2,0.2,18.3,15.1,2.4,2.4,4.8,0.084,-0.9,0.3,-0.6,0.9,False
hustoge01,Geoff Huston,POINT GUARD,28,GOLDEN STATE WARRIORS,82,1208,13.7,0.55,0.022,0.337,0.9,5.1,2.9,35.1,1.4,0.2,20.9,12.9,1.7,0.1,1.8,0.072,0.9,-1.9,-1.0,0.3,False
iavarma01,Marc Iavaroni,POWER FORWARD,29,SAN ANTONIO SPURS,42,669,8.2,0.496,0.012,0.411,7.4,14.9,11.3,9.9,1.5,1.2,20.9,14.7,-0.2,0.6,0.4,0.028,-3.3,0.5,-2.8,-0.2,False
iavarma01,Marc Iavaroni,POWER FORWARD,29,UTAH JAZZ,26,345,9.7,0.514,0.0,0.593,6.7,17.4,12.2,10.9,1.3,0.5,17.1,14.4,0.1,0.5,0.6,0.08,-4.0,0.2,-3.8,-0.2,False
johnscl01,Clemon Johnson,CENTER,29,PHILADELPHIA 76ERS,75,1069,10.4,0.505,0.0,0.363,11.1,15.6,13.3,1.8,1.0,3.3,12.8,11.2,0.7,1.2,2.0,0.088,-1.8,0.3,-1.6,0.1,False
johnsde01,Dennis Johnson,POINT GUARD,31,BOSTON CELTICS,78,2732,14.7,0.509,0.04,0.28,3.0,7.5,5.4,22.0,1.9,0.7,12.7,20.5,3.0,3.7,6.7,0.118,0.0,0.5,0.5,1.8,False
johnsed03,Eddie Johnson,SMALL FORWARD,26,SACRAMENTO KINGS,82,2514,15.8,0.523,0.015,0.262,7.8,11.0,9.4,13.2,1.0,0.4,11.6,26.6,2.7,1.4,4.0,0.077,0.8,-1.9,-1.1,0.6,False
johnsed02,Eddie Johnson,SHOOTING GUARD,30,ATLANTA HAWKS,39,862,14.3,0.523,0.061,0.335,2.2,7.4,4.8,36.8,0.6,0.1,19.3,22.1,0.8,0.5,1.3,0.071,1.5,-2.3,-0.8,0.3,False
johnsed02,Eddie Johnson,SHOOTING GUARD,30,CLEVELAND CAVALIERS,32,615,12.4,0.504,0.222,0.154,2.3,5.9,4.1,27.7,0.6,0.1,16.1,24.8,0.1,0.2,0.2,0.018,0.4,-3.2,-2.8,-0.1,False
johnsfr01,Frank Johnson,POINT GUARD,27,,14,402,13.7,0.495,0.019,0.351,1.9,5.6,3.8,28.6,1.3,0.1,14.0,21.5,0.2,0.3,0.5,0.064,-0.7,-1.3,-2.0,0.0,False
johnsge02,George Johnson,CENTER,37,SEATTLE SUPERSONICS,41,264,10.7,0.583,0.0,0.696,11.4,15.6,13.4,6.2,1.1,8.5,31.8,7.0,0.1,0.5,0.6,0.103,-3.2,4.1,0.9,0.2,False
johnsge03,George Johnson,POWER FORWARD,29,,2,7,11.5,0.515,0.0,0.667,15.5,15.4,15.5,0.0,0.0,0.0,20.5,29.1,0.0,0.0,0.0,0.025,-2.1,-3.0,-5.1,0.0,False
johnske01,Ken Johnson,POWER FORWARD,23,PORTLAND TRAIL BLAZERS,64,815,9.3,0.523,0.0,0.397,12.5,21.3,16.9,3.0,0.7,1.5,19.0,15.1,0.0,0.8,0.8,0.044,-3.6,-1.4,-4.9,-0.6,False
johnsma02,Magic Johnson,POINT GUARD,26,LOS ANGELES LAKERS,72,2578,24.0,0.61,0.047,0.473,3.9,14.3,9.4,45.1,2.0,0.3,19.8,21.6,9.0,3.1,12.1,0.226,6.0,0.7,6.7,5.7,False
johnsma01,Marques Johnson,SHOOTING GUARD,29,LOS ANGELES CLIPPERS,75,2605,18.9,0.555,0.012,0.326,6.5,11.2,8.8,17.5,1.9,1.0,11.8,24.0,4.8,1.1,5.9,0.108,2.4,-0.7,1.7,2.5,False
johnsmi01,Mickey Johnson,POWER FORWARD,33,NEW JERSEY NETS,79,1574,11.8,0.505,0.047,0.46,6.9,16.7,11.8,18.1,2.0,0.9,21.3,19.6,-0.1,1.9,1.8,0.055,-2.0,0.7,-1.4,0.3,False
johnsst03,Steve Johnson,CENTER,28,SAN ANTONIO SPURS,71,1828,16.8,0.667,0.0,0.651,9.2,19.4,14.4,7.3,1.1,2.0,20.6,20.4,3.0,1.9,4.9,0.128,-0.5,0.1,-0.4,0.7,False
johnsvi01,Vinnie Johnson,SHOOTING GUARD,29,DETROIT PISTONS,79,1978,17.0,0.503,0.013,0.215,6.2,5.9,6.1,19.1,1.9,0.6,7.5,23.3,3.4,1.4,4.7,0.115,1.7,-0.2,1.4,1.7,False
jonesbo01,Bobby Jones,POWER FORWARD,34,PHILADELPHIA 76ERS,70,1519,11.8,0.612,0.003,0.429,3.6,8.8,6.2,11.2,1.5,1.9,18.3,13.0,1.9,1.4,3.2,0.102,-0.5,0.9,0.4,0.9,False
jonesca01,Caldwell Jones,CENTER,35,PORTLAND TRAIL BLAZERS,80,1437,9.7,0.588,0.028,0.591,8.3,19.8,14.0,6.3,1.2,2.4,24.2,11.6,0.8,1.6,2.3,0.078,-2.8,0.6,-2.2,-0.1,False
jonesch01,Charles Jones,CENTER,28,,81,1609,10.5,0.535,0.004,0.339,8.2,13.3,10.8,6.3,1.7,4.6,19.6,9.4,0.6,2.6,3.2,0.096,-2.6,3.0,0.4,1.0,False
jonesch02,Charles Jones,POWER FORWARD,24,PHOENIX SUNS,43,742,10.0,0.483,0.006,0.598,10.5,19.1,15.0,8.9,2.0,1.9,21.6,14.2,-0.3,1.0,0.6,0.042,-2.2,1.0,-1.2,0.2,False
jonesea01,Earl Jones,CENTER,25,MILWAUKEE BUCKS,12,43,2.0,0.472,0.0,0.333,10.5,15.4,13.0,11.7,0.0,1.4,33.7,19.4,-0.1,0.1,0.0,-0.055,-10.7,-0.7,-11.5,-0.1,False
jonesed01,Edgar Jones,POWER FORWARD,29,CLEVELAND CAVALIERS,53,1011,15.8,0.572,0.062,0.481,7.8,14.8,11.3,6.4,1.4,2.1,12.5,20.7,1.6,1.0,2.6,0.122,0.0,0.5,0.5,0.6,False
jonesoz01,Ozell Jones,CENTER,25,LOS ANGELES CLIPPERS,3,18,-7.1,0.0,0.0,0.0,0.0,12.5,6.1,0.0,5.2,3.0,60.0,11.1,-0.1,0.0,-0.1,-0.249,-16.0,2.6,-13.4,-0.1,False
jordami01,Michael Jordan,SHOOTING GUARD,22,CHICAGO BULLS,18,451,27.5,0.533,0.055,0.381,5.6,10.7,8.0,21.7,3.9,2.7,10.5,38.6,1.0,0.5,1.5,0.16,7.5,2.2,9.7,1.3,False
josepyv01,Yvon Joseph,CENTER,28,NEW JERSEY NETS,1,5,12.8,1.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.309,0.4,0.4,0.7,0.0,False
keeliha01,Harold Keeling,SHOOTING GUARD,22,DALLAS MAVERICKS,20,75,16.1,0.487,0.0,0.359,4.5,4.3,4.4,19.3,4.4,0.0,13.4,28.4,0.0,0.1,0.1,0.041,-2.6,-0.1,-2.8,0.0,False
kelleri01,Rich Kelley,CENTER,32,SACRAMENTO KINGS,37,324,11.0,0.631,0.041,0.449,10.2,18.0,14.1,16.4,1.5,0.5,27.3,10.1,0.4,0.3,0.7,0.104,-1.6,1.2,-0.3,0.1,False
kellocl01,Clark Kellogg,POWER FORWARD,24,INDIANA PACERS,19,568,18.2,0.516,0.044,0.235,9.8,22.2,16.1,16.0,2.3,0.8,15.8,27.8,0.0,0.9,0.9,0.08,0.7,0.5,1.1,0.5,False
kerseje01,Jerome Kersey,SMALL FORWARD,23,PORTLAND TRAIL BLAZERS,79,1217,18.5,0.589,0.013,0.487,12.7,14.6,13.6,9.8,3.2,1.5,16.5,22.2,2.0,1.6,3.6,0.143,0.6,0.5,1.1,0.9,False
kingal01,Albert King,SMALL FORWARD,26,NEW JERSEY NETS,73,1998,13.3,0.498,0.024,0.211,6.5,14.1,10.3,13.4,1.3,0.7,14.7,24.6,0.0,1.9,1.9,0.045,-1.1,-1.1,-2.2,-0.1,False
kitegr01,Greg Kite,CENTER,24,BOSTON CELTICS,64,464,4.6,0.384,0.011,0.429,8.9,20.7,15.2,4.2,0.3,3.3,22.8,12.4,-0.7,0.8,0.1,0.007,-6.3,0.3,-6.0,-0.5,False
kleinjo01,Joe Kleine,CENTER,24,SACRAMENTO KINGS,80,1180,9.7,0.516,0.0,0.378,10.9,24.8,17.9,5.1,1.0,1.6,21.1,17.4,-0.4,1.3,0.9,0.037,-4.4,-0.5,-5.0,-0.9,False
koncajo01,Jon Koncak,CENTER,22,ATLANTA HAWKS,82,1695,13.0,0.539,0.002,0.495,11.2,19.2,15.2,4.5,1.0,2.4,14.9,17.9,1.4,2.4,3.7,0.106,-2.1,0.2,-1.9,0.0,False
kupchmi01,Mitch Kupchak,POWER FORWARD,31,LOS ANGELES LAKERS,55,783,10.7,0.542,0.004,0.436,10.5,16.9,13.8,2.7,0.7,0.5,17.3,19.1,0.3,0.8,1.1,0.069,-3.0,-1.8,-4.7,-0.5,False
laimbbi01,Bill Laimbeer,CENTER,28,DETROIT PISTONS,82,2891,17.6,0.545,0.013,0.288,10.9,28.9,19.7,6.6,0.9,1.3,9.6,18.7,5.4,3.8,9.2,0.153,1.3,-0.7,0.6,1.9,False
lampje01,Jeff Lamp,SMALL FORWARD,26,MILWAUKEE BUCKS,44,701,12.2,0.509,0.053,0.263,5.5,13.7,9.6,12.1,1.3,0.3,10.0,17.2,0.8,1.0,1.8,0.124,-0.7,0.3,-0.4,0.3,False
lampje01,Jeff Lamp,SMALL FORWARD,26,SAN ANTONIO SPURS,30,620,14.4,0.551,0.063,0.255,3.6,10.7,7.3,12.4,1.4,0.1,11.2,22.0,0.8,0.4,1.2,0.09,-0.6,-1.3,-1.9,0.0,False
leaveal01,Allen Leavell,POINT GUARD,28,HOUSTON ROCKETS,74,1190,15.6,0.553,0.146,0.345,0.5,5.6,3.0,25.4,2.3,0.4,14.3,20.2,2.1,0.9,3.0,0.122,0.5,-0.3,0.2,0.7,False
leeke01,Keith Lee,POWER FORWARD,23,CLEVELAND CAVALIERS,58,1197,12.0,0.51,0.024,0.253,10.7,21.7,16.2,7.7,1.1,1.8,15.6,17.1,0.5,1.4,1.9,0.075,-2.5,-0.1,-2.6,-0.2,False
lestero01,Ronnie Lester,POINT GUARD,27,LOS ANGELES LAKERS,27,222,6.7,0.555,0.058,0.365,0.0,4.9,2.6,28.6,1.9,0.7,41.0,18.6,-0.4,0.2,-0.2,-0.05,-4.2,-2.1,-6.2,-0.2,False
leverfa01,Fat Lever,POINT GUARD,25,DENVER NUGGETS,78,2616,15.7,0.473,0.036,0.172,5.2,11.9,8.4,29.4,3.1,0.3,15.5,19.9,0.9,3.6,4.5,0.082,0.5,1.1,1.6,2.4,False
levincl01,Cliff Levingston,POWER FORWARD,25,ATLANTA HAWKS,81,1945,14.7,0.572,0.002,0.439,11.0,19.3,15.1,5.1,1.9,1.2,14.7,16.2,2.6,2.9,5.5,0.136,-0.3,0.7,0.4,1.2,False
listeal01,Alton Lister,CENTER,27,MILWAUKEE BUCKS,81,1812,16.4,0.573,0.003,0.461,12.4,23.9,18.2,7.6,1.3,4.6,18.8,18.9,1.6,3.8,5.5,0.144,-0.7,1.7,1.1,1.4,False
lloydle01,Lewis Lloyd,SHOOTING GUARD,26,HOUSTON ROCKETS,82,2444,17.7,0.567,0.013,0.211,6.8,7.5,7.1,17.3,1.9,0.5,13.7,22.6,4.5,1.8,6.3,0.124,1.8,-0.4,1.4,2.1,False
longjo01,John Long,SHOOTING GUARD,29,DETROIT PISTONS,62,1176,13.9,0.522,0.029,0.19,4.1,4.7,4.4,9.6,1.6,0.6,9.0,21.7,1.3,0.7,2.0,0.08,-0.3,-1.0,-1.3,0.2,False
lucasjo01,John Lucas,POINT GUARD,32,HOUSTON ROCKETS,65,2120,17.4,0.53,0.178,0.364,1.7,5.7,3.6,34.6,1.7,0.1,13.6,20.2,4.5,1.2,5.7,0.13,3.0,-1.2,1.8,2.0,False
lucasma01,Maurice Lucas,POWER FORWARD,33,LOS ANGELES LAKERS,77,1750,13.8,0.52,0.003,0.352,11.2,24.9,18.4,6.0,1.2,0.8,13.8,20.2,1.5,2.5,4.0,0.11,-1.6,-0.7,-2.3,-0.1,False
macyky01,Kyle Macy,POINT GUARD,28,CHICAGO BULLS,82,2426,12.3,0.557,0.238,0.152,1.8,6.6,4.1,24.3,1.6,0.3,15.6,12.6,3.6,0.3,3.9,0.077,0.5,-0.9,-0.5,0.9,False
mahorri01,Rick Mahorn,POWER FORWARD,27,DETROIT PISTONS,80,1442,8.8,0.497,0.003,0.345,8.7,21.9,15.2,5.3,1.3,2.4,21.5,13.7,-0.6,1.9,1.3,0.043,-4.4,0.6,-3.7,-0.6,False
malonje01,Jeff Malone,SHOOTING GUARD,24,,80,2992,16.3,0.533,0.011,0.244,2.4,8.0,5.2,10.9,1.1,0.2,9.1,25.9,3.6,2.5,6.1,0.098,0.1,-1.2,-1.2,0.6,False
malonka01,Karl Malone,POWER FORWARD,22,UTAH JAZZ,81,2475,13.7,0.504,0.002,0.399,7.8,23.6,15.8,14.2,2.0,1.0,18.9,24.1,-2.4,4.3,1.9,0.036,-2.4,0.5,-1.9,0.1,False
malonmo01,Moses Malone,CENTER,30,PHILADELPHIA 76ERS,74,2706,20.6,0.553,0.001,0.629,14.0,22.0,18.0,5.1,1.2,1.5,14.1,27.6,5.5,3.4,8.9,0.157,1.8,-1.9,-0.1,1.3,False
mannipa01,Pace Mannion,SMALL FORWARD,25,UTAH JAZZ,57,673,10.8,0.51,0.196,0.383,4.3,8.9,6.6,11.2,2.2,0.4,14.1,17.5,0.1,0.8,0.9,0.064,-2.3,0.3,-2.0,0.0,False
martibi01,Bill Martin,SMALL FORWARD,23,INDIANA PACERS,66,691,11.5,0.516,0.027,0.181,6.6,9.4,8.0,11.3,1.4,0.6,15.3,22.6,0.0,0.7,0.6,0.045,-2.5,-0.9,-3.4,-0.2,False
martibr01,Brian Martin,POWER FORWARD,23,SEATTLE SUPERSONICS,3,7,3.8,0.5,0.0,0.0,16.5,52.0,33.8,0.0,0.0,8.7,50.0,23.9,0.0,0.0,0.0,-0.187,-11.2,1.6,-9.6,0.0,False
martibr01,Brian Martin,SMALL FORWARD,23,PORTLAND TRAIL BLAZERS,5,14,-4.3,0.34,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.0,0.0,0.0,-0.105,-12.5,-4.0,-16.5,-0.1,False
matthwe01,Wes Matthews,POINT GUARD,26,SAN ANTONIO SPURS,75,1853,15.5,0.587,0.041,0.35,1.9,6.0,4.0,34.9,2.2,1.0,25.0,20.2,1.6,1.3,3.0,0.077,1.1,-1.0,0.1,1.0,False
maxwece01,Cedric Maxwell,SMALL FORWARD,30,LOS ANGELES CLIPPERS,76,2458,15.6,0.592,0.005,0.85,10.7,17.5,14.0,12.0,1.2,0.6,18.5,18.2,4.3,1.1,5.4,0.105,0.6,-1.2,-0.6,0.9,False
mcadobo01,Bob McAdoo,CENTER,34,PHILADELPHIA 76ERS,29,609,12.2,0.513,0.0,0.323,4.6,14.3,9.5,8.5,0.8,1.7,14.6,22.2,0.2,0.5,0.7,0.056,-2.2,-1.3,-3.5,-0.2,False
mccladw01,Dwayne McClain,SMALL FORWARD,22,INDIANA PACERS,45,461,8.3,0.402,0.05,0.194,3.3,3.7,3.5,20.2,3.9,0.5,17.0,21.0,-0.9,0.6,-0.3,-0.026,-4.8,1.0,-3.8,-0.2,False
mccorti01,Tim McCormick,CENTER,23,SEATTLE SUPERSONICS,77,1705,13.9,0.618,0.005,0.55,9.5,18.7,14.0,7.1,0.5,1.0,16.6,16.2,2.8,1.8,4.6,0.128,-0.5,-0.5,-0.9,0.4,False
mccraro01,Rodney McCray,SMALL FORWARD,24,HOUSTON ROCKETS,82,2610,13.6,0.583,0.005,0.353,6.5,15.1,10.7,13.6,0.9,1.2,15.2,12.8,4.2,2.1,6.3,0.115,0.8,0.2,1.0,2.0,False
mcdanxa01,Xavier McDaniel,SMALL FORWARD,22,SEATTLE SUPERSONICS,82,2706,16.3,0.525,0.009,0.31,13.1,15.6,14.3,11.4,1.8,0.8,15.7,24.5,1.8,3.3,5.1,0.091,0.3,-0.6,-0.3,1.2,False
mcdonbe01,Ben McDonald,SMALL FORWARD,23,CLEVELAND CAVALIERS,21,266,6.7,0.496,0.017,0.138,6.2,9.5,7.9,4.4,1.2,0.2,14.0,11.0,0.0,0.2,0.2,0.033,-3.2,-0.8,-4.0,-0.1,False
mcdowha01,Hank McDowell,POWER FORWARD,26,HOUSTON ROCKETS,22,204,10.3,0.613,0.024,0.595,6.3,19.8,12.9,3.5,0.2,0.8,15.9,12.1,0.2,0.2,0.4,0.094,-2.0,-1.4,-3.4,-0.1,False
mcgeemi01,Mike McGee,SMALL FORWARD,26,LOS ANGELES LAKERS,71,1213,12.4,0.513,0.21,0.118,5.0,8.0,6.6,9.0,2.0,0.3,10.9,21.3,0.7,1.2,1.9,0.075,-1.4,-0.5,-1.9,0.0,False
mchalke01,Kevin McHale,POWER FORWARD,28,BOSTON CELTICS,68,2397,21.6,0.623,0.0,0.429,8.4,16.4,12.7,10.8,0.6,3.1,11.4,22.5,7.2,3.8,11.0,0.22,3.7,0.8,4.4,3.9,False
mckenke01,Kevin McKenna,SHOOTING GUARD,27,,30,430,10.9,0.485,0.452,0.181,2.3,6.8,4.5,7.7,3.3,0.3,9.1,19.2,0.1,0.6,0.7,0.073,-2.7,1.2,-1.5,0.1,False
mckinbi01,Billy McKinney,POINT GUARD,30,CHICAGO BULLS,9,83,9.9,0.461,0.0,0.087,1.3,5.7,3.4,20.7,1.7,0.0,7.7,12.7,0.1,0.0,0.1,0.053,-1.4,-0.6,-2.1,0.0,False
mcmilto01,Tom McMillen,CENTER,33,,56,863,10.4,0.51,0.011,0.277,5.5,8.6,7.1,5.9,0.5,0.6,9.6,17.1,0.6,0.7,1.2,0.069,-2.3,-1.2,-3.5,-0.3,False
mcneach01,Chris McNealy,POWER FORWARD,24,NEW YORK KNICKS,30,627,13.7,0.519,0.0,0.326,10.7,26.7,18.3,9.3,3.0,1.2,17.5,13.3,0.3,1.3,1.6,0.122,-1.9,2.0,0.1,0.3,False
minnidi01,Dirk Minniefield,POINT GUARD,25,CLEVELAND CAVALIERS,76,1131,14.1,0.537,0.107,0.268,4.2,8.6,6.4,32.5,2.7,0.1,21.8,17.9,0.9,1.0,1.9,0.083,-0.6,0.6,0.1,0.6,False
mitchmi01,Mike Mitchell,SMALL FORWARD,30,SAN ANTONIO SPURS,82,2970,15.9,0.514,0.007,0.231,5.3,10.3,7.9,9.9,0.9,0.5,9.0,27.8,2.9,1.5,4.4,0.071,0.3,-2.6,-2.3,-0.3,False
mokespa01,Paul Mokeski,CENTER,29,MILWAUKEE BUCKS,45,521,7.9,0.464,0.0,0.245,7.8,21.8,14.9,7.2,0.5,0.7,14.0,13.8,0.1,0.8,0.9,0.079,-3.3,0.1,-3.2,-0.2,False
moncrsi01,Sidney Moncrief,POINT GUARD,28,MILWAUKEE BUCKS,73,2567,20.0,0.604,0.107,0.603,5.0,9.4,7.3,19.2,1.9,0.4,12.5,21.8,8.3,3.4,11.7,0.219,4.2,0.7,4.9,4.5,False
moorejo01,Johnny Moore,POINT GUARD,27,SAN ANTONIO SPURS,28,856,18.3,0.533,0.073,0.284,3.4,7.9,5.7,40.2,3.8,0.4,19.2,19.8,1.2,1.0,2.1,0.119,2.4,1.6,4.0,1.3,False
mosspe01,Perry Moss,POINT GUARD,27,,12,160,8.2,0.461,0.132,0.283,6.1,10.8,8.5,16.9,1.8,1.0,23.2,20.3,-0.2,0.2,0.0,-0.014,-4.1,0.6,-3.6,-0.1,False
mosspe01,Perry Moss,POINT GUARD,27,PHILADELPHIA 76ERS,60,852,8.6,0.458,0.105,0.31,3.3,8.5,5.9,13.9,2.8,0.8,18.3,15.7,-0.4,1.0,0.6,0.033,-3.7,1.1,-2.5,-0.1,False
mullich01,Chris Mullin,SHOOTING GUARD,22,GOLDEN STATE WARRIORS,55,1391,16.0,0.539,0.044,0.34,3.2,5.9,4.5,10.5,2.3,0.9,9.5,22.2,2.3,0.6,2.9,0.1,0.3,-0.1,0.3,0.8,False
murphja01,Jay Murphy,SMALL FORWARD,23,LOS ANGELES CLIPPERS,14,100,8.4,0.401,0.044,0.311,7.6,9.0,8.3,4.3,1.9,1.6,8.9,22.5,-0.1,0.0,-0.1,-0.044,-4.3,-2.0,-6.3,-0.1,False
